"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident year","Reported Month","Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Migration route","Location of death","Information Source",Coordinates,"UNSD Geographical Grouping","Article title","Source Quality",URL
2019.MMP01848,2019.MMP01848,Incident,Mediterranean,2019-12-30,2019,December,1,,1,11,,,,"Northern Africa","Harsh environmental conditions / lack of adequate shelter, food, water","Western Mediterranean","Unspecified location off the coast of Algeria","El Watan","POINT (-1.28977313 35.568972356)",Uncategorized,"Émigration clandestine : 314 harraga interceptés en 72 heures",1,https://bit.ly/2FqQHo4
2019.MMP01849,2019.MMP01849,Incident,Mediterranean,2019-12-30,2019,December,1,,1,,,,,Unknown,Drowning,"Central Mediterranean","Unspecified location off the coast of Libya","IOM Libya","POINT (12.564471287 32.845847906)",Uncategorized,"IOM Libya Newsletter December 2019",4,
2019.MMP01850,2019.MMP01850,Incident,"Central America",2019-12-30,2019,December,1,,1,,,1,,"Central America",Violence,,"Train tracks near Atotonilco de Tula, Hidalgo, Mexico","Periódico AM","POINT (-99.215657552 20.009883384)","Central America","Encuentran cuerpo en Atotonilco de Tula, podría ser de migrante extraviado",,http://bit.ly/2QU1WM1
2019.MMP01851,2019.MMP01851,Incident,Mediterranean,2019-12-30,2019,December,,45,45,,,,,Unknown,Drowning,"Central Mediterranean","Unspecified location off the coast of Libya","Alarm Phone","POINT (12.590751031 33.236144031)",Uncategorized,,4,http://bit.ly/38S8pgN
2019.MMP01852,2019.MMP01852,Incident,"Northern Africa",2019-12-31,2019,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.543594 23.649993)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2019.MMP01853,2019.MMP01853,Incident,Europe,2019-12-31,2019,December,1,,1,,,,,Unknown,Drowning,,"Unspecified location, Bosnia and Herzegovina","Ministry of Internal Affairs of the Una-Sana Canton ","POINT (19.023558589 44.210945441)","Southern Europe",,5,
2019.MMP01854,2019.MMP01854,Incident,Europe,2019-12-31,2019,December,3,,3,,,,,Unknown,"Vehicle accident / death linked to hazardous transport",,"Unspecified location, Bosnia and Herzegovina","Ministry of Internal Affairs of the Una-Sana Canton ","POINT (19.19946137 44.163960198)","Southern Europe",,5,
2019.MMP01855,2019.MMP01855,Incident,Europe,2019-12-31,2019,December,2,,2,,,,,Unknown,"Accidental death",,"Unspecified location, Bosnia and Herzegovina","Ministry of Internal Affairs of the Una-Sana Canton ","POINT (19.204954534 44.162208778)","Southern Europe",,5,
2019.MMP01856,2019.MMP01856,"Cumulative Incident","North America",2019-12-31,2019,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Unspecified location in Jeff Davis County, Texas, USA","Jeff Davis County Sheriff's Office","POINT (-104.38260596 30.578414945)","Northern America",,5,
2019.MMP01857,2019.MMP01857,Incident,"North America",2019-12-31,2019,December,2,,2,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Unspecified location in Brewster County, Texas, USA","Brewster County Sheriff's Office","POINT (-103.3587288 29.6629938)","Northern America",,5,
2019.MMP01858,2019.MMP01858,Incident,"North America",2019-12-31,2019,December,10,,10,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Yuma County, Arizona, USA","Yuma County Office of the Medical Examiner","POINT (-114.6276916 32.6926512)","Northern America",,5,
2019.MMP01859,2019.MMP01859,Incident,"Southern Asia",,2019,January,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01860,2019.MMP01860,Incident,"Southern Asia",2019-01-21,2019,January,1,,1,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01861,2019.MMP01861,Incident,"Southern Asia",2019-03-04,2019,March,1,,1,,,1,1,"Southern Asia","Accidental death","Afghanistan to Iran","Yazd, Iran","IOM Afghanistan","POINT (54.397922 31.927277)","Southern Asia",,4,
2019.MMP01862,2019.MMP01862,Incident,"Southern Asia",2019-03-06,2019,March,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01863,2019.MMP01863,Incident,"Southern Asia",2019-03-10,2019,March,1,,1,,,,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01864,2019.MMP01864,Incident,"Southern Asia",2019-03-12,2019,March,1,,1,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01865,2019.MMP01865,Incident,"Southern Asia",2019-03-28,2019,March,2,,2,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01866,2019.MMP01866,Incident,"Southern Asia",2019-03-28,2019,March,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01867,2019.MMP01867,Incident,"Southern Asia",2019-03-31,2019,March,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Karaj, Iran","IOM Afghanistan","POINT (50.978107 35.887996)","Southern Asia",,4,
2019.MMP01868,2019.MMP01868,Incident,"Southern Asia",2019-04-08,2019,April,1,,1,,,2,,"Southern Asia","Vehicle accident / death linked to hazardous transport","Afghanistan to Iran","Zahiddan, Iran","IOM Afghanistan","POINT (60.956715 29.41905)","Southern Asia",,4,
2019.MMP01869,2019.MMP01869,Incident,"Southern Asia",2019-04-09,2019,April,1,,1,,,1,,"Southern Asia",Drowning,"Afghanistan to Iran","Isfahan, Iran","IOM Afghanistan","POINT (51.736996 32.59892)","Southern Asia",,4,
2019.MMP01870,2019.MMP01870,Incident,"Southern Asia",2019-04-17,2019,April,1,,1,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01871,2019.MMP01871,Incident,"Southern Asia",2019-04-20,2019,April,1,,1,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Hawaz, Iran","IOM Afghanistan","POINT (48.172671 39.145721)","Southern Asia",,4,
2019.MMP01872,2019.MMP01872,Incident,"Southern Asia",2019-06-12,2019,June,1,,1,,,,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01873,2019.MMP01873,Incident,"Southern Asia",2019-07-20,2019,July,1,,1,,,1,,"Southern Asia",Violence,"Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01874,2019.MMP01874,Incident,"Southern Asia",2019-09-04,2019,September,1,,1,,,1,1,"Southern Asia",Violence,"Afghanistan to Iran","Mashah, Iran","IOM Afghanistan","POINT (59.672018 36.211296)","Southern Asia",,4,
2019.MMP01875,2019.MMP01875,Incident,"Southern Asia",2019-09-17,2019,September,1,,1,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01876,2019.MMP01876,Incident,"Southern Asia",2019-09-18,2019,September,1,,1,,,1,1,"Southern Asia","Vehicle accident / death linked to hazardous transport","Afghanistan to Iran","Yazd, Iran","IOM Afghanistan","POINT (54.397922 31.927277)","Southern Asia",,4,
2019.MMP01877,2019.MMP01877,Incident,"Southern Asia",2019-10-01,2019,October,2,,2,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01878,2019.MMP01878,Incident,"Southern Asia",2019-10-03,2019,October,1,,1,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01879,2019.MMP01879,Incident,"Southern Asia",2019-10-08,2019,October,1,,1,,,1,,"Southern Asia","Accidental death","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01880,2019.MMP01880,Incident,"Southern Asia",2019-10-09,2019,October,1,,1,,,2,,"Southern Asia",Drowning,"Afghanistan to Iran","Mazandaran, Iran","IOM Afghanistan","POINT (53.26309 36.326697)","Southern Asia",,4,
2019.MMP01881,2019.MMP01881,Incident,"Southern Asia",2019-10-13,2019,October,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01882,2019.MMP01882,Incident,"Southern Asia",2019-10-21,2019,October,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01883,2019.MMP01883,Incident,"Southern Asia",2019-10-23,2019,October,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01884,2019.MMP01884,Incident,"Southern Asia",2019-10-28,2019,October,1,,1,,1,,,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01885,2019.MMP01885,Incident,"Southern Asia",2019-11-04,2019,November,1,,1,,,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare","Afghanistan to Iran","Tehran, Iran","IOM Afghanistan","POINT (51.144003 35.732116)","Southern Asia",,4,
2019.MMP01886,2019.MMP01886,Incident,"Southern Asia",2019-11-14,2019,November,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport","Afghanistan to Iran","Fars, Iran","IOM Afghanistan","POINT (53.295971 30.095308)","Southern Asia",,4,
2019.MMP01887,2019.MMP01887,Incident,Europe,2019-08-18,2019,August,1,,1,,,1,,"Western Asia",Drowning,"English Channel to the UK","Body recovered near Thorntonback wind farm, near Zeebrugge Port, Belgium","Ouest France, Euronews, Institue of Race Relations","POINT (2.92978 51.54548)","Western Europe","Nageur disparu dans la Manche : la personne est « probablement » un migrant",4,https://bit.ly/2P9mnWJ
2019.MMP01888,2019.MMP01888,Incident,Europe,2019-11-01,2019,November,1,,1,,,1,,"Western Africa","Vehicle accident / death linked to hazardous transport","English Channel to the UK","Pas-de-Calais, France","L'Obs, Institute of Race Relations","POINT (1.8616 50.963496)","Western Europe","A migrant died overnight in Calais",4,https://archive.vn/DktDh
2019.MMP01889,2019.MMP01889,Incident,Europe,2019-11-29,2019,November,1,,1,,,1,,Unknown,"Vehicle accident / death linked to hazardous transport","English Channel to the UK","M1 motorway Junction 18, Northamptonshire, UK","Nottinghamshire Live, Insitute of Race Relations","POINT (-1.153393 52.351268)","Northern Europe","Mystery man who died after being hit by several cars on M1 sparks appeal",4,https://archive.vn/T9xB0#selection-755.0-755.72
2020.MMP00001,2020.MMP00001,Incident,Europe,2020-01-01,2020,January,1,,1,2,,1,,"Northern Africa","Accidental death","Western Balkans","Cliffs near Socerb Castle, Slovenia, on the border near Trieste, Italy","Trieste Prima","POINT (13.85420616 45.59174847)","Southern Europe","Migrante precipita per 20 metri e muore sul Carso",3,https://bit.ly/36ukF6v
2020.MMP00002,2020.MMP00002,Incident,"Western Africa",2020-01-01,2020,January,3,1,4,14,,,,"Western Africa",Violence,"Sahara Desert crossing","Niger-Algeria border, near N’Guezzam, Algeria","Alarm Phone, IOM Niger","POINT (5.76462348 19.45699612)","Western Africa","MOUNCHILI, héros de la migration et victime et de la politique anti-migratoire",4,https://bit.ly/2SgRMVn
2020.MMP00003,2020.MMP00003,Incident,"Northern Africa",2020-01-02,2020,January,1,,1,,,,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (14.03511 31.76402)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2020.MMP00004,2020.MMP00004,Incident,"Central America",2020-01-02,2020,January,1,,1,,,1,,Caribbean,"Sickness / lack of access to adequate healthcare",,"Tula, Hidalgo, Mexico","Directro Cubano","POINT (-99.3442487 20.0522119)","Central America","Migrante cubano hallado muerto en estado mexicano de Hidalgo",3,https://bit.ly/2ZSFwh8
2020.MMP00005,2020.MMP00005,Incident,"North America",2020-01-02,2020,January,1,,1,,,1,,"Southern Africa","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.33691 32.35061)","Northern America",,5,https://humaneborders.info/app/mapa.asp
2020.MMP00006,2020.MMP00006,Incident,"North America",2020-01-03,2020,January,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-113.11031 32.44845)","Northern America",,5,https://humaneborders.info/app/mapa.asp
2020.MMP00007,2020.MMP00007,Incident,Mediterranean,2020-01-03,2020,January,10,5,15,,3,5,,Unknown,Drowning,"Eastern Mediterranean","Off the coast of Fethiye, Turkey","IOM Turkey","POINT (28.98970454 36.59258427)",Uncategorized,"Migrant boat sinks off Turkish coast, 8 killed",4,https://bit.ly/35sOq6r
2020.MMP00008,2020.MMP00008,Incident,"South-eastern Asia",2020-01-03,2020,January,20,,20,27,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",,"Road near Myawady, Karen state, Myanmar - near the border with Thailand",AFP,"POINT (98.45030991 16.69165509)","South-eastern Asia","Myanmar migrants killed in Thailand bus blaze",3,http://bit.ly/304LPhP
2020.MMP00009,2020.MMP00009,Incident,"Northern Africa",2020-01-03,2020,January,1,,1,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown","Sahara Desert crossing","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (5.52718 22.78796)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2020.MMP00010,2020.MMP00010,Incident,Mediterranean,2020-01-04,2020,January,1,1,2,34,,,,"Northern Africa",Drowning,"Western Mediterranean","Off the coast of Cartagena, Murcia, Spain (Algeria route)","El Diario","POINT (-0.9611836 37.48516166)",Uncategorized,"Un muerto y otro desaparecido entre los más de 300 migrantes llegados a las costas de la Región este año",3,https://bit.ly/37Q8aT9
2020.MMP00011,2020.MMP00011,Incident,"North America",2020-01-04,2020,January,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-113.255983 32.4147)","Northern America",,5,https://humaneborders.info/app/mapa.asp
2020.MMP00012,2020.MMP00012,Incident,"North America",2020-01-05,2020,January,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-110.4881 31.969466)","Northern America",,5,https://humaneborders.info/app/mapa.asp
2020.MMP00013,2020.MMP00013,Incident,Mediterranean,2020-01-05,2020,January,4,1,5,51,,5,1,"Southern Asia",Drowning,"Eastern Mediterranean","Off the coast of Izmir, Turkey","IOM Turkey","POINT (26.65118782 38.61076246)",Uncategorized,"4 migrants killed as boat sinks off Izmir coast",4,https://bit.ly/2ZUlSS1
2020.MMP00014,2020.MMP00014,Incident,Mediterranean,2020-01-05,2020,January,1,,1,,,,,"Sub-Saharan Africa (P)",Drowning,"Central Mediterranean","Recovered from beach near Sirte, Libya","IOM Libya, La Repubblica","POINT (16.61070478 31.20439111)",Uncategorized,"Il primo migrante morto del 2020: il corpo ritrovato su una spiaggia della Sirte",4,https://bit.ly/2N1EPNl
2020.MMP00015,2020.MMP00015,Incident,Mediterranean,2020-01-05,2020,January,1,,1,,,1,,Unknown,Drowning,"Western Mediterranean","Body recovered on Sidi Hssain beach in Tazaghine, 65 kms west of Nador, Morocco (Alboran Sea)","Association Marocaine des Droits Humaines, Ariffino","POINT (-3.44431997 35.2024162)",Uncategorized,"بالصور : العثور على جثة متحللة لفظتها مياه البحر بشاطئ “سيدي احساين” التابع لدار الكبداني إقليم الدريوش..",4,http://archive.ph/0Sgyj
2020.MMP00016,2020.MMP00016,Incident,"Northern Africa",2020-01-05,2020,January,1,,1,,,,,"Sub-Saharan Africa (P)","Mixed or unknown","Western Africa / Atlantic route to the Canary Islands","Off the coast of Arguineguín, Gran Canaria, Spain","SER Canarias","POINT (-15.68544133 27.76046814)",Uncategorized,"Fallece un migrante que viajaba en una patera localizada al sur de Gran Canaria",3,https://bit.ly/2sUp4B5
2020.MMP00017,2020.MMP00017,Incident,"Central America",2020-01-05,2020,January,1,,1,1,,1,,"Central America",Drowning,"US-Mexico border crossing","Río Bravo, near Colonia Santa Martha, Ciudad Acuña, Coahuila, Mexico","Zócalo, La Rancherita del Aire, Instituto Nacional de Migración (Grupos Beta)","POINT (-100.9031437 29.31140448)","Central America","Buscan en el río Bravo cuerpo de ahogado",5,http://bit.ly/36VxerF
2020.MMP00018,2020.MMP00018,Incident,"Northern Africa",2020-01-05,2020,January,1,,1,,,1,,"Sub-Saharan Africa (P)","Sickness / lack of access to adequate healthcare",,"Tripoli, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","POINT (13.18105 32.89534)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
